library	region	sub_region	sub_region_tube_id	donor_id	sex	dissectate	brain_struct
pBICCNsMMrMOpAiF007d190314b	MOp	A	A	F007	female	MOp_A_A	Isocortex
pBICCNsMMrMOpAiF008d190314b	MOp	A	A	F008	female	MOp_A_A	Isocortex
pBICCNsMMrMOpAiF004d190318b	MOp	A	A	F004	female	MOp_A_A	Isocortex
pBICCNsMMrMOpAiF003d190318b	MOp	A	A	F003	female	MOp_A_A	Isocortex
pBICCNsMMrMOpAiF005d190318b	MOp	A	A	F005	female	MOp_A_A	Isocortex
pBICCNsMMrMOpAiM002d190320b	MOp	A	A	M002	male	MOp_A_A	Isocortex
pBICCNsMMrMOpAiM007d190320b	MOp	A	A	M007	male	MOp_A_A	Isocortex
pBICCNsMMrMOpAiM008d190320b	MOp	A	A	M008	male	MOp_A_A	Isocortex
pBICCNsMMrMOpAiM003d190318b	MOp	A	A	M003	male	MOp_A_A	Isocortex
pBICCNsMMrRSPAiF017d210216B2	RSP	A	A	F017	female	RSP_A_A	Isocortex
pBICCNsMMrRSPAiF017d210216A2	RSP	A	A	F017	female	RSP_A_A	Isocortex
pBICCNsMMrRSPAiF017d210216A3	RSP	A	A	F017	female	RSP_A_A	Isocortex
pBICCNsMMrACAiM016d210628A1	ACA	ACA	ACA	M016	male	ACA_ACA_ACA	Isocortex
pBICCNsMMrACAiM016d210628A2	ACA	ACA	ACA	M016	male	ACA_ACA_ACA	Isocortex
pBICCNsMMrACAiM016d210628A3	ACA	ACA	ACA	M016	male	ACA_ACA_ACA	Isocortex
pBICCNsMMrACAiM016d210628A4	ACA	ACA	ACA	M016	male	ACA_ACA_ACA	Isocortex
pBICCNsMMrACAiM016d210628A5	ACA	ACA	ACA	M016	male	ACA_ACA_ACA	Isocortex
pBICCNsMMrACAiM016d210628A6	ACA	ACA	ACA	M016	male	ACA_ACA_ACA	Isocortex
pBICCNsMMrACAiF019d210630A1	ACA	ACA	ACA	F019	female	ACA_ACA_ACA	Isocortex
pBICCNsMMrACAiF019d210630A2	ACA	ACA	ACA	F019	female	ACA_ACA_ACA	Isocortex
pBICCNsMMrACAiF019d210630A3	ACA	ACA	ACA	F019	female	ACA_ACA_ACA	Isocortex
pBICCNsMMrACAiF019d210630A4	ACA	ACA	ACA	F019	female	ACA_ACA_ACA	Isocortex
pBICCNsMMrACAiF019d210630A5	ACA	ACA	ACA	F019	female	ACA_ACA_ACA	Isocortex
pBICCNsMMrACAiF019d210630A6	ACA	ACA	ACA	F019	female	ACA_ACA_ACA	Isocortex
pBICCNsMMrAMYiF015d210607A1	AMY	AMY	AMY	F015	female	AMY_AMY_AMY	CTXsp
pBICCNsMMrAMYiF015d210607A2	AMY	AMY	AMY	F015	female	AMY_AMY_AMY	CTXsp
pBICCNsMMrAMYiF015d210607A3	AMY	AMY	AMY	F015	female	AMY_AMY_AMY	CTXsp
pBICCNsMMrAMYiF015d210607A4	AMY	AMY	AMY	F015	female	AMY_AMY_AMY	CTXsp
pBICCNsMMrAMYiF015d210607A5	AMY	AMY	AMY	F015	female	AMY_AMY_AMY	CTXsp
pBICCNsMMrAMYiF015d210607A6	AMY	AMY	AMY	F015	female	AMY_AMY_AMY	CTXsp
pBICCNsMMrAMYiM022d210714A1	AMY	AMY	AMY	M022	male	AMY_AMY_AMY	CTXsp
pBICCNsMMrAMYiM022d210714A2	AMY	AMY	AMY	M022	male	AMY_AMY_AMY	CTXsp
pBICCNsMMrAMYiM022d210714A3	AMY	AMY	AMY	M022	male	AMY_AMY_AMY	CTXsp
pBICCNsMMrAMYiM022d210714A4	AMY	AMY	AMY	M022	male	AMY_AMY_AMY	CTXsp
pBICCNsMMrAMYiM022d210714A5	AMY	AMY	AMY	M022	male	AMY_AMY_AMY	CTXsp
pBICCNsMMrAMYiM022d210714A6	AMY	AMY	AMY	M022	male	AMY_AMY_AMY	CTXsp
pBICCNsMMrCBAN1iM006d190124	CB	AN1	AN1	M006	male	CB_AN1_AN1	CB
pBICCNsMMrCBAN1iF002d190304b	CB	AN1	AN1	F002	female	CB_AN1_AN1	CB
pBICCNsMMrCBAN1iF002d190304c	CB	AN1	AN1	F002	female	CB_AN1_AN1	CB
pBICCNsMMrCBAN1iM002d190312a	CB	AN1	AN1	M002	male	CB_AN1_AN1	CB
pBICCNsMMrCBAN1iM002d190312b	CB	AN1	AN1	M002	male	CB_AN1_AN1	CB
pBICCNsMMrCBAN1iM002d190312c	CB	AN1	AN1	M002	male	CB_AN1_AN1	CB
pBICCNsMMrCBAN1iM006d190321a	CB	AN1	AN1	M006	male	CB_AN1_AN1	CB
pBICCNsMMrCBAN1iM006d190321b	CB	AN1	AN1	M006	male	CB_AN1_AN1	CB
pBICCNsMMrCBAN2iM006d190124	CB	AN2	AN2	M006	male	CB_AN2_AN2	CB
pBICCNsMMrCBAN2iF002d190304a	CB	AN2	AN2	F002	female	CB_AN2_AN2	CB
pBICCNsMMrCBAN2iF002d190304b	CB	AN2	AN2	F002	female	CB_AN2_AN2	CB
pBICCNsMMrCBAN2iF002d190304c	CB	AN2	AN2	F002	female	CB_AN2_AN2	CB
pBICCNsMMrCBAN2iM002d190312a	CB	AN2	AN2	M002	male	CB_AN2_AN2	CB
pBICCNsMMrCBAN2iM002d190312b	CB	AN2	AN2	M002	male	CB_AN2_AN2	CB
pBICCNsMMrCBAN2iM002d190312c	CB	AN2	AN2	M002	male	CB_AN2_AN2	CB
pBICCNsMMrCBAN2iM006d190321a	CB	AN2	AN2	M006	male	CB_AN2_AN2	CB
pBICCNsMMrCBAN2iM006d190321b	CB	AN2	AN2	M006	male	CB_AN2_AN2	CB
pBICCNsMMrCBAN2iM006d190321c	CB	AN2	AN2	M006	male	CB_AN2_AN2	CB
pBICCNsMMrCBAN2iM006d190321d	CB	AN2	AN2	M006	male	CB_AN2_AN2	CB
pBICCNsMMrCBAN2iM006d190321e	CB	AN2	AN2	M006	male	CB_AN2_AN2	CB
pBICCNsMMrCTXANGiF021d210525C1	CTX	ANG	ANG	F021	female	CTX_ANG_ANG	Isocortex
pBICCNsMMrCTXANGiF021d210525C2	CTX	ANG	ANG	F021	female	CTX_ANG_ANG	Isocortex
pBICCNsMMrCTXANGiM022d210602C1	CTX	ANG	ANG	M022	male	CTX_ANG_ANG	Isocortex
pBICCNsMMrCTXANGiM022d210602C2	CTX	ANG	ANG	M022	male	CTX_ANG_ANG	Isocortex
pBICCNsMMrCTXANGiF022d210610C1	CTX	ANG	ANG	F022	female	CTX_ANG_ANG	Isocortex
pBICCNsMMrCTXANGiF022d210610C2	CTX	ANG	ANG	F022	female	CTX_ANG_ANG	Isocortex
pBICCNsMMrAUDiF022d210715A1	AUD	AUD	AUD	F022	female	AUD_AUD_AUD	Isocortex
pBICCNsMMrAUDiF022d210715A2	AUD	AUD	AUD	F022	female	AUD_AUD_AUD	Isocortex
pBICCNsMMrAUDiF022d210715A3	AUD	AUD	AUD	F022	female	AUD_AUD_AUD	Isocortex
pBICCNsMMrAUDiF022d210715A4	AUD	AUD	AUD	F022	female	AUD_AUD_AUD	Isocortex
pBICCNsMMrAUDiF022d210715A5	AUD	AUD	AUD	F022	female	AUD_AUD_AUD	Isocortex
pBICCNsMMrAUDiF022d210715A6	AUD	AUD	AUD	F022	female	AUD_AUD_AUD	Isocortex
pBICCNsMMrAUDiM015d210707A1	AUD	AUD	AUD	M015	male	AUD_AUD_AUD	Isocortex
pBICCNsMMrAUDiM015d210707A2	AUD	AUD	AUD	M015	male	AUD_AUD_AUD	Isocortex
pBICCNsMMrAUDiM015d210707A3	AUD	AUD	AUD	M015	male	AUD_AUD_AUD	Isocortex
pBICCNsMMrAUDiM015d210707A4	AUD	AUD	AUD	M015	male	AUD_AUD_AUD	Isocortex
pBICCNsMMrAUDiM015d210707A5	AUD	AUD	AUD	M015	male	AUD_AUD_AUD	Isocortex
pBICCNsMMrAUDiM015d210707A6	AUD	AUD	AUD	M015	male	AUD_AUD_AUD	Isocortex
pBICCNsMMrHPFCA1iF014d210217	HPF	CA1	CA1	F014	female	HPF_CA1_CA1	HPF
pBICCNsMMrHPFCA1iM017d210223	HPF	CA1	CA1	M017	male	HPF_CA1_CA1	HPF
pBICCNsMMrHPFCA2iF014d210217	HPF	CA2	CA2	F014	female	HPF_CA2_CA2	HPF
pBICCNsMMrHPFCA2iM017d210223	HPF	CA2	CA2	M017	male	HPF_CA2_CA2	HPF
pBICCNsMMrHPFCA2CA3iF014d210217A1	HPF	CA2CA3	CA2CA31	F014	female	HPF_CA2_CA2	HPF
pBICCNsMMrHPFCA2CA3iF014d210217A2	HPF	CA2CA3	CA2CA32	F014	female	HPF_CA2_CA2	HPF
pBICCNsMMrHPFCA2CA3iM017d210223A1	HPF	CA2CA3	CA2CA3	M017	male	HPF_CA2_CA2	HPF
pBICCNsMMrHPFCA2CA3iM017d210223A2	HPF	CA2CA3	CA2CA3	M017	male	HPF_CA2_CA2	HPF
pBICCNsMMrHPFCA3iF014d210217	HPF	CA3	CA3	F014	female	HPF_CA2_CA2	HPF
pBICCNsMMrHPFCA3iM017d210223	HPF	CA3	CA3	M017	male	HPF_CA2_CA2	HPF
pBICCNsMMrCBCOPiM002d190312a	CB	COP	COP	M002	male	CB_COP_COP	CB
pBICCNsMMrCBCOPiM002d190312b	CB	COP	COP	M002	male	CB_COP_COP	CB
pBICCNsMMrCBCOPiM002d190312c	CB	COP	COP	M002	male	CB_COP_COP	CB
pBICCNsMMrCBCOPiM002d190312d	CB	COP	COP	M002	male	CB_COP_COP	CB
pBICCNsMMrCBCOPiF002d190304a	CB	COP	COP	F002	female	CB_COP_COP	CB
pBICCNsMMrCBCOPiF002d190304b	CB	COP	COP	F002	female	CB_COP_COP	CB
pBICCNsMMrCBCOPiM006d190313	CB	COP	COP	M006	male	CB_COP_COP	CB
pBICCNsMMrSTRdCPiF015d210126	STRd	CP	CP	F015	female	STRd_CP_CP	STR
pBICCNsMMrSTRdCPiM016d210128	STRd	CP	CP	M016	male	STRd_CP_CP	STR
pBICCNsMMrSTRdCPiM017d210203	STRd	CP	CP	M017	male	STRd_CP_CP	STR
pBICCNsMMrSTRdCPiM015d210204	STRd	CP	CP	M015	male	STRd_CP_CP	STR
pBICCNsMMrSTRdCPiF017d210209	STRd	CP	CP	F017	female	STRd_CP_CP	STR
pBICCNsMMrSTRdCPiF014d210211	STRd	CP	CP	F014	female	STRd_CP_CP	STR
pBICCNsMMrCBCULiM006d190313b	CB	CUL	CUL	M006	male	CB_IV_IV	CB
pBICCNsMMrDCNF1iF001d191118	DCN	DCN		F001	female	DCN_DCN	CB
pBICCNsMMrDCNF2iF002d191118	DCN	DCN		F002	female	DCN_DCN	CB
pBICCNsMMrDCNF3iF003d191118	DCN	DCN		F003	female	DCN_DCN	CB
pBICCNsMMrDCNM3iM003d191118	DCN	DCN		M003	male	DCN_DCN	CB
pBICCNsMMrDCNM4iM004d191118	DCN	DCN		M004	male	DCN_DCN	CB
pBICCNsMMrDCNM2iM011d200729	DCN	DCN	M2	M011	male	DCN_DCN	CB
pBICCNsMMrCBDECiF002d190304a	CB	DEC	DEC	F002	female	CB_VI_VI	CB
pBICCNsMMrCBDECiF002d190304b	CB	DEC	DEC	F002	female	CB_VI_VI	CB
pBICCNsMMrCBDECiF002d190304c	CB	DEC	DEC	F002	female	CB_VI_VI	CB
pBICCNsMMrCBDECiM006d190313a	CB	DEC	DEC	M006	male	CB_VI_VI	CB
pBICCNsMMrCBDECiM006d190313b	CB	DEC	DEC	M006	male	CB_VI_VI	CB
pBICCNsMMrCBDECiM006d190313c	CB	DEC	DEC	M006	male	CB_VI_VI	CB
pBICCNsMMrHPFDG1iF014d210217	HPF	DG1	DG1	F014	female	HPF_DG1_DG1	HPF
pBICCNsMMrHPFDG1iM017d210223	HPF	DG1	DG1	M017	male	HPF_DG1_DG1	HPF
pBICCNsMMrHPFDG2iF014d210217	HPF	DG2	DG2	F014	female	HPF_DG1_DG1	HPF
pBICCNsMMrHPFDG2iM017d210223	HPF	DG2	DG2	M017	male	HPF_DG1_DG1	HPF
pBICCNsMMrHPFDG3iF014d210217	HPF	DG3	DG3	F014	female	HPF_DG1_DG1	HPF
pBICCNsMMrHPFDG3iM017d210223	HPF	DG3	DG3	M017	male	HPF_DG1_DG1	HPF
pBICCNsMMrCTXDLFCiF021d210525A1	CTX	DLFC	DLFC	F021	female	CTX_DLFC_DLFC	Isocortex
pBICCNsMMrCTXDLFCiF021d210525A2	CTX	DLFC	DLFC	F021	female	CTX_DLFC_DLFC	Isocortex
pBICCNsMMrCTXDLFCiM022d210602A1	CTX	DLFC	DLFC	M022	male	CTX_DLFC_DLFC	Isocortex
pBICCNsMMrCTXDLFCiM022d210602A2	CTX	DLFC	DLFC	M022	male	CTX_DLFC_DLFC	Isocortex
pBICCNsMMrCTXDLFCiF022d210610A1	CTX	DLFC	DLFC	F022	female	CTX_DLFC_DLFC	Isocortex
pBICCNsMMrCTXDLFCiF022d210610A2	CTX	DLFC	DLFC	F022	female	CTX_DLFC_DLFC	Isocortex
pBICCNsMMrENTiM015d201201A1	ENT	ENT	ENT	M015	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiM015d201201A2	ENT	ENT	ENT	M015	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiM015d201201A3	ENT	ENT	ENT	M015	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiM015d201201B1	ENT	ENT	ENT	M015	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiM015d201201B2	ENT	ENT	ENT	M015	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiM015d201201B3	ENT	ENT	ENT	M015	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiF015d201201A1	ENT	ENT	ENT	F015	female	ENT_ENT_ENT	HPF
pBICCNsMMrENTiF015d201201A2	ENT	ENT	ENT	F015	female	ENT_ENT_ENT	HPF
pBICCNsMMrENTiF015d201201A3	ENT	ENT	ENT	F015	female	ENT_ENT_ENT	HPF
pBICCNsMMrENTiF015d201201B1	ENT	ENT	ENT	F015	female	ENT_ENT_ENT	HPF
pBICCNsMMrENTiF015d201201B2	ENT	ENT	ENT	F015	female	ENT_ENT_ENT	HPF
pBICCNsMMrENTiF015d201201B3	ENT	ENT	ENT	F015	female	ENT_ENT_ENT	HPF
pBICCNsMMrENTiM017d210119A1	ENT	ENT	ENT	M017	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiM017d210119A2	ENT	ENT	ENT	M017	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiM017d210119A3	ENT	ENT	ENT	M017	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiM017d210119B1	ENT	ENT	ENT	M017	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiM017d210119B2	ENT	ENT	ENT	M017	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiM017d210119B3	ENT	ENT	ENT	M017	male	ENT_ENT_ENT	HPF
pBICCNsMMrENTiF016d210119A1	ENT	ENT	ENT	F016	female	ENT_ENT_ENT	HPF
pBICCNsMMrENTiF016d210119A2	ENT	ENT	ENT	F016	female	ENT_ENT_ENT	HPF
pBICCNsMMrENTiF016d210119A3	ENT	ENT	ENT	F016	female	ENT_ENT_ENT	HPF
pBICCNsMMrENTiF016d210119B2	ENT	ENT	ENT	F016	female	ENT_ENT_ENT	HPF
pBICCNsMMrENTiF016d210203B3	ENT	ENT	ENT	F016	female	ENT_ENT_ENT	HPF
pBICCNsMMrCBFiM006d190124	CB	F	F	M006	male	CB_F_F	CB
pBICCNsMMrCBFiM006d190313a	CB	F	F	M006	male	CB_F_F	CB
pBICCNsMMrCBFiM006d190313c	CB	F	F	M006	male	CB_F_F	CB
pBICCNsMMrCBFiF001d190115	CB	F	F	F001	female	CB_F_F	CB
pBICCNsMMrPALdGPiF015d210126	PALd	GP	GP	F015	female	PALd_GP_GP	PAL
pBICCNsMMrPALdGPiM016d210128	PALd	GP	GP	M016	male	PALd_GP_GP	PAL
pBICCNsMMrPALdGPiM017d210203	PALd	GP	GP	M017	male	PALd_GP_GP	PAL
pBICCNsMMrPALdGPiM015d210204	PALd	GP	GP	M015	male	PALd_GP_GP	PAL
pBICCNsMMrPALdGPiF017d210209	PALd	GP	GP	F017	female	PALd_GP_GP	PAL
pBICCNsMMrPALdGPiF014d210211	PALd	GP	GP	F014	female	PALd_GP_GP	PAL
pBICCNsMMrHY1iF019d210519A1	HY	HY	HY1	F019	female	HY_HY_HY1	HY
pBICCNsMMrHY2iF019d210519B1	HY	HY	HY2	F019	female	HY_HY_HY2	HY
pBICCNsMMrHY3iF019d210519C1	HY	HY	HY3	F019	female	HY_HY_HY3	HY
pBICCNsMMrHY4iF019d210519D1	HY	HY	HY4	F019	female	HY_HY_HY4	HY
pBICCNsMMrHY5iF019d210519E1	HY	HY	HY5	F019	female	HY_HY_HY5	HY
pBICCNsMMrHY6iF019d210519F1	HY	HY	HY6	F019	female	HY_HY_HY6	HY
pBICCNsMMrHY1iF021d210526A1	HY	HY	HY1	F021	female	HY_HY_HY1	HY
pBICCNsMMrHY2iF021d210526B1	HY	HY	HY2	F021	female	HY_HY_HY2	HY
pBICCNsMMrHY3iF021d210526C1	HY	HY	HY3	F021	female	HY_HY_HY3	HY
pBICCNsMMrHY4iF021d210526D1	HY	HY	HY4	F021	female	HY_HY_HY4	HY
pBICCNsMMrHY5iF021d210526E1	HY	HY	HY5	F021	female	HY_HY_HY5	HY
pBICCNsMMrHY6iF021d210526F1	HY	HY	HY6	F021	female	HY_HY_HY6	HY
pBICCNsMMrHY1iM022d210603A1	HY	HY	HY1	M022	male	HY_HY_HY1	HY
pBICCNsMMrHY2iM022d210603B1	HY	HY	HY2	M022	male	HY_HY_HY2	HY
pBICCNsMMrHY3iM022d210603C1	HY	HY	HY3	M022	male	HY_HY_HY3	HY
pBICCNsMMrHY4iM022d210603D1	HY	HY	HY4	M022	male	HY_HY_HY4	HY
pBICCNsMMrHY5iM022d210603E1	HY	HY	HY5	M022	male	HY_HY_HY5	HY
pBICCNsMMrHY6iM022d210603F1	HY	HY	HY6	M022	male	HY_HY_HY6	HY
pBICCNsMMrHY1iF022d210621A1	HY	HY	HY1	F022	female	HY_HY_HY1	HY
pBICCNsMMrHY2iF022d210621B1	HY	HY	HY2	F022	female	HY_HY_HY2	HY
pBICCNsMMrHY3iF022d210621C1	HY	HY	HY3	F022	female	HY_HY_HY3	HY
pBICCNsMMrHY4iF022d210621D1	HY	HY	HY4	F022	female	HY_HY_HY4	HY
pBICCNsMMrHY5iF022d210621E1	HY	HY	HY5	F022	female	HY_HY_HY5	HY
pBICCNsMMrHY6iF022d210621F1	HY	HY	HY6	F022	female	HY_HY_HY6	HY
pBICCNsMMrCBIiM006d190313	CB	I	I	M006	male	CB_I_I	CB
pBICCNsMMrCBIiF001d190115	CB	I	I	F001	female	CB_I_I	CB
pBICCNsMMrCBIiM001d190108a	CB	I	I	M001	male	CB_I_I	CB
pBICCNsMMrCBIiM001d190108b	CB	I	I	M001	male	CB_I_I	CB
pBICCNsMMrCBIIiM006d190313	CB	II	II	M006	male	CB_II_II	CB
pBICCNsMMrCBIIiF001d190115a	CB	II	II	F001	female	CB_II_II	CB
pBICCNsMMrCBIIiF001d190115b	CB	II	II	F001	female	CB_II_II	CB
pBICCNsMMrCBIIiM001d190108a	CB	II	II	M001	male	CB_II_II	CB
pBICCNsMMrCBIIiM001d190108b	CB	II	II	M001	male	CB_II_II	CB
pBICCNsMMrCBIIIiF001d190115a	CB	III	III	F001	female	CB_III_III	CB
pBICCNsMMrCBIIIiF001d190115b	CB	III	III	F001	female	CB_III_III	CB
pBICCNsMMrCBIViM006d190124	CB	IV	IV	M006	male	CB_IV_IV	CB
pBICCNsMMrCBIXiF002d190304a	CB	IX	IX	F002	female	CB_IX_IX	CB
pBICCNsMMrCBIXiF002d190304b	CB	IX	IX	F002	female	CB_IX_IX	CB
pBICCNsMMrCBIXiF002d190304c	CB	IX	IX	F002	female	CB_IX_IX	CB
pBICCNsMMrCBIXiM006d190313a	CB	IX	IX	M006	male	CB_IX_IX	CB
pBICCNsMMrCBIXiM006d190313b	CB	IX	IX	M006	male	CB_IX_IX	CB
pBICCNsMMrCBIXiM006d190313c	CB	IX	IX	M006	male	CB_IX_IX	CB
pBICCNsMMrCBIXiM006d190313d	CB	IX	IX	M006	male	CB_IX_IX	CB
pBICCNsMMrBSL1aiM007d190529	BS	L1	L1a	M007	male	BS_L1_L1	P
pBICCNsMMrBSL1biM007d190529	BS	L1	L1b	M007	male	BS_L1_L1	P
pBICCNsMMrBSL1iF005d190521	BS	L1	L1	F005	female	BS_L1_L1	P
pBICCNsMMrBSL1iF006d190514	BS	L1	L1	F006	female	BS_L1_L1	P
pBICCNsMMrBSL1iM008d190717	BS	L1	L1	M008	male	BS_L1_L1	P
pBICCNsMMrBSL1iM009d190722	BS	L1	L1	M009	male	BS_L1_L1	P
pBICCNsMMrBSL1iF007d191016	BS	L1	L1	F007	female	BS_L1_L1	P
pBICCNsMMrBSL1iM010d191022	BS	L1	L1	M010	male	BS_L1_L1	P
pBICCNsMMrMBL1iM011d200729	MB	L1	L1	M011	male	MB_L1_L1	MB
pBICCNsMMrMBL1iM012d200825	MB	L1	L1	M012	male	MB_L1_L1	MB
