marker_set,best_cluster,best_AUROC
5344,Inh_Htr3a_Bmp3_4,0.998019950900006
1227,Inh_Htr3a_Bmp3_5,0.995010575910665
718,Inh_Htr3a_Col5a2,0.9962107248762412
1766,Inh_Htr3a_Ibsp_1,0.9982301710888564
690,Inh_Htr3a_Ibsp_2,0.9709115313268462
686,Inh_Htr3a_Nxph3,0.9988182774443416
1344,Inh_Htr3a_Pdzph1_2,0.9787565699676344
1281,Inh_Htr3a_Pdzph1_4,0.9996838815539756
720,Inh_Htr3a_Prok2,0.9926206885763702
5082,Inh_Htr3a_Prom1_2,0.988797793159947
3350,Inh_Irx4_Catspere1_1,0.9674429594229372
3342,Inh_Irx4_Catspere1_3,0.9958627624297652
2680,Inh_Irx4_Wif1,0.9363551157083266
4374,Inh_Irx5_Tafa4_4,0.9594465678397278
3550,Inh_Isl1_Drd1_Folh1_1,0.9962781070973376
863,Inh_Lamp5_Ndnf_Prom1,0.9828295667338682
4091,Inh_Lhx1_Egflam_5,0.9305991222152866
3418,Inh_Lhx1_Pax3_1,0.9938324673177902
733,Inh_Lhx1_Wnt5a_2,0.9766896090031124
82,Inh_Lhx6_Car8_4,0.92436069489413
815,Inh_Lhx6_Car8_5,0.9827597585935226
2049,Inh_Lhx6_Car8_6,0.9803116601356366
748,Inh_Lhx6_Cox6a2_Nxph2_1,0.9835451634746112
3485,Inh_Lhx6_Cox6a2_Postn,0.9986798377335212
579,Inh_Lhx6_Crhbp_1,0.9971668535215874
3022,Inh_Lhx6_Cxcr4_1,0.9951598904326844
1664,Inh_Lhx6_Cxcr4_2,0.8938082058026489
1425,Inh_Lhx6_Cxcr4_3,0.996099345886838
5129,Inh_Lhx6_Cxcr4_5,0.9930295077501602
1033,Inh_Lhx6_Cxcr4_7,0.8721897430288982
1096,Inh_Lhx6_Cyp26a1,0.662447385437387
1242,Inh_Lhx6_Esr2_12,0.96612961240899
514,Inh_Lhx6_Esr2_13,0.9997819132013208
5052,Inh_Lhx6_Esr2_14,0.9949675659540052
897,Inh_Lhx6_Esr2_15,0.9943723571777852
65,Inh_Lhx6_Esr2_9,0.9836074304568236
757,Inh_Lhx6_Gm8113_Pthlh,0.9800416738051512
77,Inh_Lhx6_Gpr174_2,0.990569539955516
2707,Inh_Lhx6_Iqca_5,0.9545575209782444
869,Inh_Lhx6_Kcnmb1_1,0.9897336626324322
2821,Inh_Lhx6_Kcnmb1_2,0.9854512834279208
1163,Inh_Lhx6_Kcnmb1_3,0.9922764927061156
1858,Inh_Lhx6_Lamp5_Hcrtr2,0.9858011365134924
1898,Inh_Lhx6_Myo1h_1,0.9196991840994052
795,Inh_Lhx6_Nmu_2,0.9955963706912576
3176,Inh_Lhx6_Pthlh,0.993551884298836
730,Inh_Lhx6_Serpinb1b_2,0.992292960956132
758,Inh_Lhx6_Sfrp1_1,0.99083323476895
34177,Inh_Lhx6_Sfrp1_2,0.998950173686114
1140,Inh_Lhx6_Sfrp1_5,0.9995561766071024
523,Inh_Lhx6_Spag17,0.9733195499864062
526,Inh_Lhx6_Sst_A730009L09Rik_Kcnh8,0.9935625402313706
4772,Inh_Lhx6_Sst_Ccna1_3,0.9883826375648148
2833,Inh_Lhx6_Sst_Chodl_1,0.999692740610852
389,Inh_Lhx6_Sst_Chodl_2,0.9991124541547316
744,Inh_Lhx6_Sst_Col6a5_5,0.9713619883416102
34226,Inh_Lhx6_Sst_Col6a5_7,0.8922599849094625
1176,Inh_Lhx6_Sst_Crh_Nnmt_1,0.9967457269938572
2,Inh_Lhx6_Sst_Crh_Nnmt_4,0.9956013059319662
545,Inh_Lhx6_Sst_Ctsc_2,0.990692814846384
219,Inh_Lhx6_Sst_Ctsc_3,0.982661480570716
512,Inh_Lhx6_Sst_Ffar4,0.9987555795657592
542,Inh_Lhx6_Sst_Itgad,0.9897081392619748
5041,Inh_Lhx6_Sst_Th_Ephb1,0.987630179711762
4018,Inh_Lhx6_Vmn1r209_2,0.956368376271101
4352,Inh_Lmo2_Chrna2_2,0.9781322593221492
1754,Inh_Nkx2-1_Gm8113_3,0.883933361824228
3217,Inh_Nkx2-1_Serpinb2,0.9694906719683964
1581,Inh_Nkx2-1_Sst_2,0.989285491812326
3427,Inh_Nkx2-2_Dact1,0.9921547911048908
1084,Inh_Nkx2-2_Gata2_10,0.9712162341169616
1641,Inh_Nkx2-2_Npy_2,0.9723035867935188
3419,Inh_Nkx2-2_Tecrl_1,0.9866695681919798
34316,Inh_Nkx6-1_Cox8b,0.9986467027532336
1486,Inh_Nrk_Drd3,0.9981486476970916
4156,Inh_Nrk_Gpr176_1,0.9981196013381466
2399,Inh_Nrk_Gpr176_2,0.9979305063587808
9384,Inh_Nrk_Kcnmb1_1,0.9989676750806274
1357,Inh_Nrk_Kcnmb1_2,0.940279718602806
2718,Inh_Nrk_Kcnmb1_3,0.9544519215497989
2858,Inh_Nrk_Kctd16,0.9987015170439756
4344,Inh_Nrk_Tox2,0.9983855864445352
3834,Inh_Onecut3_Ccdc192_3,0.9816869356826672
419,Inh_Onecut3_Colq_3,0.7541282401753839
4864,Inh_Onecut3_Crabp1_1,0.950137872539796
3555,Inh_Onecut3_Npb_1,0.9915729531247108
3245,Inh_Onecut3_Piezo2_1,0.9803595616321118
1637,Inh_Onecut3_Tcf24_3,0.989808018807704
5155,Inh_Otx1_Acacb_1,0.9938204913483842
4957,Inh_Otx1_Acacb_2,0.9951991861707036
3161,Inh_Otx1_Cd36_3,0.8749389202260714
3185,Inh_Otx1_Coch_2,0.9865652387065664
4193,Inh_Otx1_Dkk1,0.8447331569036021
1895,Inh_Otx1_Sox14_3,0.9168715059355418
3562,Inh_Otx1_Svs5_1,0.9901788625491011
511,Inh_Otx1_Svs5_2,0.9772557393596784
14962,Inh_Otx2_Gabrr2_1,0.9690775907716276
3136,Inh_Otx2_Gsc2_1,0.745940483595159
3608,Inh_Otx2_Mbnl3,0.9813868394402108
2956,Inh_Otx2_Pla2g5,0.9881901634805504
4031,Inh_Otx2_Prdm16_5,0.7904761235252167
1420,Inh_Otx2_Prdm16_7,0.7069978494688421
4972,Inh_Otx2_Scgn,0.9246541485807114
3202,Inh_Otx2_Tnni3_2,0.9952832954203644
4626,Inh_Pax2_6430628N08Rik_5,0.9998641839513676
2957,Inh_Pax2_A730046J19Rik_2,0.9830677941066024
898,Inh_Pax2_Antxr2_2,0.9847222247433104
1908,Inh_Pax2_Brs3,0.7610567377462089
311,Inh_Pax2_Cd40,0.9843845382045509
824,Inh_Pax2_Cd44_3,0.9466074602746172
4146,Inh_Pax2_Chrdl2_1,0.7586013839403113
4462,Inh_Pax2_Col5a2_1,0.8995465598518079
4141,Inh_Pax2_Col5a2_2,0.9988238978086856
4854,Inh_Pax2_Dcn,0.9745049380409252
1765,Inh_Pax2_Dmrt3_2,0.93524094193318
2958,Inh_Pax2_Erfl_11,0.9873892031948024
520,Inh_Pax2_Erfl_15,0.976896236649045
1653,Inh_Pax2_Gli2_2,0.9905337781788016
4460,Inh_Pax2_Glp1r_2,0.9918814691111936
4888,Inh_Pax2_Has2_1,0.9732923268841
4448,Inh_Pax2_Has2_2,0.9834894057340176
1849,Inh_Pax2_Has2_3,0.9606170686885784
871,Inh_Pax2_Hoxb5_Lrrc52_2,0.956285049128719
24730,Inh_Pax2_Hoxb5_Sycp2l_2,0.99087481223306
506,Inh_Pax2_Hrob_6,0.9838950788152594
4346,Inh_Pax2_Kirrel2_1,0.9902754825891518
4685,Inh_Pax2_Kirrel2_2,0.932683776694744
2469,Inh_Pax2_Krt17_2,0.9955253342903672
4021,Inh_Pax2_Lama4_3,0.997264350397803
3981,Inh_Pax2_Mgarp_Tcim,0.998294408233644
1717,Inh_Pax2_Mmp2,0.9593920408539732
4028,Inh_Pax2_Nkx6-1_Bmp4,0.9956565346825816
4989,Inh_Pax2_Nkx6-1_Npy2r_2,0.7738303376053599
3102,Inh_Pax2_Olfr372_1,0.9931644678632024
746,Inh_Pax2_Olfr372_2,0.9743865211474264
3362,Inh_Pax2_Olfr920_1,0.9960590725268708
4206,Inh_Pax2_Olfr920_3,0.9248901442422864
3132,Inh_Pax2_Pkhd1l1_7,0.995867858339913
700,Inh_Pax2_Ppp1r1c_1,0.8739472109430468
4425,Inh_Pax2_Robo3,0.7353669649855485
4467,Inh_Pax2_Smpdl3b_3,0.9602168735283312
24747,Inh_Pax2_Tarm1_2,0.9926170906035042
5018,Inh_Pax2_Tmem215_1,0.9727229967431748
4714,Inh_Pax2_Tnfaip8l3_4,0.9942835892746664
2659,Inh_Pax3_Chrna5_2,0.971268839766298
3411,Inh_Pax3_Galnt15,0.99714278864149275
2915,Inh_Pax3_Vmn1r207_10,0.9978141315892204
1585,Inh_Pax3_Vmn1r207_11,0.9965739141523172
2929,Inh_Pax3_Vmn1r207_12,0.96708866260220006
59,Inh_Pax3_Vmn1r207_1,0.9812463087483874
2237,Inh_Pax3_Vmn1r207_2,0.98810335565361
2989,Inh_Pax3_Vmn1r207_3,0.9586566937726442
4787,Inh_Pax3_Vmn1r207_4,0.998153620154036
3732,Inh_Pax3_Vmn1r207_6,0.9878060986449918
4743,Inh_Pax3_Vmn1r207_7,0.9985622025800256
882,Inh_Pax5_Asb4_5,0.96511163829834
531,Inh_Pax5_Clic5_1,0.9165922605902632
3863,Inh_Pax5_Erfl_3,0.9982618459616244
3545,Inh_Pax5_Il20ra,0.9738786947391588
3454,Inh_Pax5_Irs4_2,0.978825832206515
1800,Inh_Pax5_Krt25_1,0.9950107852862422
1816,Inh_Pax5_Krt25_2,0.984988000911024
2922,Inh_Pax5_Meox2,0.9921437527310544
3394,Inh_Pax5_Olfr48,0.9786765486677472
3921,Inh_Pax5_Olig3_1,0.9940148422249931
15057,Inh_Pax5_Padi1_1,0.9986415317466584
24557,Inh_Pax5_Padi1_2,0.9996518634774888
4092,Inh_Pax5_Vmn1r196,0.930425874321356
1785,Inh_Pax6_Eya4_3,0.9950467362325416
3586,Inh_Pax6_Pdgfd_1,0.98523107839262
1097,Inh_Pax6_Pdgfd_4,0.9845475404495424
3512,Inh_Pax6_Pou6f2_Pdgfd_5,0.9867348674527534
2048,Inh_Pax7_Chrna2,0.9951033672376752
2484,Inh_Pax7_Egflam_3,0.7184175126594495
2541,Inh_Pax7_Nhlh1,0.998464646869228
2947,Inh_Pax7_P2ry10b_3,0.9991490358801688
3004,Inh_Pax7_P2ry10b_5,0.9635424749964224
2172,Inh_Pax7_Pawr,0.992254771646802
3262,Inh_Pax7_Qrfpr_4,0.9112412436811086
2306,Inh_Pax7_Rxfp3_2,0.998233726931254
177,Inh_Pax7_Slc38a11,0.939239094566638
3480,Inh_Pax7_Tshr,0.9890957048066212
883,Inh_Pax7_Vmn1r207_2,0.9943650326528964
1389,Inh_Pax7_Vmn1r207_3,0.98667909165754
3005,Inh_Pax7_Vmn1r207_6,0.9992394471930296
1313,Inh_Pax7_Vmn1r207_7,0.9934520708470956
4535,Inh_Pax8_Agtr1b_1,0.7874451468307806
1472,Inh_Pax8_Bmp4_2,0.9888980908334792
75,Inh_Pax8_Hhip,0.9882479838430628
570,Inh_Pax8_Krt19,0.6617322418261278
4086,Inh_Pax8_Layn,0.9992193123409152
1981,Inh_Pax8_Ngfr_1,0.9835332335166508
3446,Inh_Pax8_Pdzk1ip1_1,0.9993164995732378
2029,Inh_Pax8_Pkhd1l1_1,0.923349521854714
3858,Inh_Pax8_Pkhd1l1_5,0.9802504531147612
2326,Inh_Pax8_Pkhd1l1_7,0.9687130199164062
24715,Inh_Pax8_Pkhd1l1_9,0.9971639711936304
2932,Inh_Pax8_Sfrp1_9,0.9414181422343942
34311,Inh_Pax8_Slc34a2,0.9973269521124596
958,Inh_Pax8_Vmn1r196,0.9967351609501012
1267,Inh_Pde11a_Atp2c2_1,0.918131715158332
14986,Inh_Pde11a_Pgm5_3,0.899531008883981
1436,Inh_Pde11a_Pgm5_7,0.9682568312611548
3710,Inh_Pou3f1_Gm525,0.8782778688148077
2952,Inh_Pou6f2_Fst,0.9748828763160284
5153,Inh_Pou6f2_Kcnj5,0.9817821903997428
1082,Inh_Ppp1r1b_Drd1_Prima1,0.974790911609601
1989,Inh_Ppp1r1b_Drd1_Zp3r_1,0.9868923049819842
1721,Inh_Ppp1r1b_Drd2_Fos,0.9968896962941228
1010,Inh_Ppp1r1b_Drd2_Fst,0.99671325980143
1057,Inh_Ppp1r1b_Drd2_Pde1a_Myo3b,0.984378084465301
1993,Inh_Ppp1r1b_Drd2_Prima1,0.993258259291139
2099,Inh_Ppp1r1b_Drd2_Sema5d_1,0.982127429099978
842,Inh_Sall3_Chrne,0.9960775919936125
331,Inh_Sall3_Cytip_1,0.9971623985061898
1151,Inh_Sall3_Cytip_2,0.9918683576096572
3470,Inh_Sall3_Ndnf_2,0.9923051453378624
1422,Inh_Sall3_Ndnf_3,0.9517627942546716
3489,Inh_Sall3_Ndnf_5,0.9882485957359772
278,Inh_Sall3_Prss23,0.9378464512262124
948,Inh_Sall3_Trhr_2,0.991060174273508
1589,Inh_Sall3_Trhr_4,0.963867669013706
3154,Inh_Six3_Agtr2,0.9925448366866914
3548,Inh_Six3_Bmp3_Ano1_1,0.997025977088276
3148,Inh_Six3_Cela1_1,0.9725487673987756
3546,Inh_Six3_Cela1_2,0.998081133904761
3150,Inh_Six3_Dio2,0.991628840197619
2325,Inh_Six3_Gchfr_3,0.9665871399556129
1767,Inh_Six3_Ikzf1_1,0.9918406317956728
634,Inh_Six3_Met_4,0.9948985258687424
807,Inh_Six3_Pnliprp2_3,0.7139091332358882
2103,Inh_Six3_Pvalb_Efemp1_1,0.99114432080207715
941,Inh_Six3_Pvalb_Npy_1,0.9880001929079468
3496,Inh_Six3_Smad6_1,0.9983569581457248
3330,Inh_Six3_Sox2_4,0.9974136558623932
3129,Inh_Six3_Sox2_5,0.9957321341107758
2314,Inh_Six3_Sox2_6,0.7412505149375737
1842,Inh_Six3_Sox2_8,0.996365271753924
348,Inh_Six3_Vmn1r209,0.9964176038021872
2809,Inh_Six3_Wdr72_2,0.8821164972037023
1574,Inh_Six6_Grp,0.9494494407618728
2466,Inh_Six6_Vipr2_4,0.9997621766894698
1415,Inh_Six6_Vipr2_5,0.7401590507786454
640,Inh_Six6_Vipr2_6,0.9864835966469464
1072,Inh_Six6_Vipr2_8,0.994006426003938
5039,Inh_Sncg_Calcb_2,0.9985607744405376
713,Inh_Sncg_Calcb_3,0.9990494598054624
2258,Inh_Sncg_Calcb_5,0.9945636103531612
518,Inh_Sncg_Calcb_6,0.8910686499650237
1186,Inh_Sncg_Calcb_7,0.9977873794683322
4148,Inh_Sncg_Edn3,0.9986054222452284
5049,Inh_Sncg_Slc17a8,0.9975656945458842
2963,Inh_Sncg_Sln_Plch2_2,0.9988596270540392
3525,Inh_Sox6_Chrna2,0.9977776018057452
2335,Inh_Sox6_Chrna5_2,0.998645760675022
2877,Inh_Sox6_Postn_2,0.9849005200969349
2805,Inh_Sp8_Abcb5,0.9820168263689218
867,Inh_Sp8_Ctsc_1,0.9559085343643448
3417,Inh_Sp8_Spp1_1,0.9965335513009308
1359,Inh_Sp8_Spp1_3,0.9930256277981556
4451,Inh_Sp8_Tgfbi,0.9937789933751504
3299,Inh_Tbx3_Atf7ip2,0.9982964108014448
1969,Inh_Tbx3_Fli1_2,0.8650680715253595
4976,Inh_Tbx3_Serpina3n_1,0.9504320530418856
3537,Inh_Tfap2a_Cdh1,0.9818130668049948
4840,Inh_Tfap2a_Chrdl2_2,0.9627997839532576
1965,Inh_Tfap2a_Frem2,0.9620838297802624
4009,Inh_Tfap2a_Nxf7,0.9947546249779728
1361,Inh_Tfap2a_Pthlh_3,0.9799669389737916
3382,Inh_Tfap2a_Scrg1_2,0.995439174733392
1272,Inh_Tfap2b_Acsm2,0.9562459727098672
3594,Inh_Tfap2b_Aym1_1,0.9002877134041962
68,Inh_Tfap2b_Cyp26b1_1,0.9719362207048776
24611,Inh_Tfap2b_Postn_2,0.9907314518828808
4364,Inh_Tfap2b_Vip_1,0.982526581627845
5152,Inh_Usp43_Arhgap6,0.9912927907740878
1202,Inh_Vcan_St8sia2_3,0.9942294590301484
962,Inh_Vcan_St8sia2_4,0.99507846215405
3925,Inh_Vcan_St8sia2_5,0.9500577387420626
3179,Inh_Vcan_St8sia2_6,0.9943815218719066
993,Inh_Vip_Glp1r_Egfr,0.9866371724724836
2398,Inh_Vip_Sncg_Yjefn3,0.999267427417238
2455,Inh_Vip_Trim55_3,0.9972138845853484
3807,Inh_Vip_Trim55_6,0.8755219356815022
954,Inh_Vwc2l_Otogl1_2,0.9993265380561422
1894,Inh_Vwc2l_Otogl1_3,0.9988849193932716
5275,Macro_Mrc1_Cd209a,0.9955179981731946
1526,Macro_Mrc1_Ms4a4a,0.941035248893768
14915,Micro_Selplg_Siglech,0.920802938134271
1367,NG_Draxin_12,0.7989604351108754
3306,NG_Draxin_1,0.9340540156669797
14939,NG_Draxin_3,0.97837945563602
3481,NG_Draxin_6,0.9997821615452532
1360,NG_Draxin_8,0.999663353298756
1439,NG_Myoz1_1,0.9859703916272928
14914,NG_Myoz1_3,0.8834935554057519
3695,NG_Myoz1_5,0.9927584132154748
1316,NG_Myoz1_7,0.9677146716415608
2299,Ng_Lhx1_Gcgr,0.9987148036547778
4846,Ng_Lhx1_Mab21l3_2,0.9996458022541058
4637,NorEx_Phox2b_Gfral_1,0.9983312833957456
3142,NorEx_Phox2b_Gfral_2,0.965922915149172
3986,NorEx_Phox2b_Gfral_3,0.8937379208131291
2812,NorEx_Phox2b_Mtnr1a,0.7448803062337955
3936,NorEx_Phox2b_Ndufa4l2_1,0.9966969889428744
3903,NorEx_Phox2b_Pmnt_3,0.9620390039175756
3967,NorEx_Phox2b_Ppara_2,0.9999051347203632
3946,NorEx_Phox2b_Rrad,0.9831218950333666
3884,NorEx_Phox2b_Tmem45a2_1,0.9933107030350316
4252,NorEx_Phox2b_Tmem45a2_2,0.9953668603280644
3970,Nor_Phox2b_Pla2g4d_2,0.9906950282618756
3935,Nor_Phox2b_Prlh,0.9884551105246964
4539,OPC_Cspg5,0.9594793521987506
5230,Oligo_Klk6_1,0.9801799981128916
5215,Oligo_Opalin_Enpp6_2,0.569509473818503
1217,SerEx_Fev_Crhr2_3,0.9313697185585494
3157,SerEx_Fev_Cwh43,0.9995578235973084
3488,SerInh_Fev_Fbxw28,0.9959627389106712
5092,SerInh_Fev_Itgb6_2,0.9948690349646212
2852,Ser_Fev_Oas1e,0.9997759993590728
709,Ser_Fev_Siglec15,0.9995362841191848
1004,Ser_Fev_Wfdc12,0.9971024013019104
2982,Tanycyte_Rax_Fndc3c1_1,0.9995134192222584
4817,Tanycyte_Rax_Fndc3c1_2,0.996486223985802
